"	CPU_Usage",Timestamp
27,01-01-2023 14:45
34,01-01-2023 14:50
20,01-01-2023 14:55
21,01-01-2023 15:00
25,01-01-2023 15:05
41,01-01-2023 15:10
31,01-01-2023 15:15
26,01-01-2023 15:20
22,01-01-2023 15:25
19,01-01-2023 15:30
36,01-01-2023 15:35
24,01-01-2023 15:40
24,01-01-2023 15:45
29,01-01-2023 15:50
27,01-01-2023 15:55
23,01-01-2023 16:00
35,01-01-2023 16:05
32,01-01-2023 16:10
18,01-01-2023 16:15
30,01-01-2023 16:20
24,01-01-2023 16:25
24,01-01-2023 16:30
33,01-01-2023 16:35
28,01-01-2023 16:40
22,01-01-2023 16:45
30,01-01-2023 16:50
26,01-01-2023 16:55
18,01-01-2023 17:00
31,01-01-2023 17:05
43,01-01-2023 17:10
42,01-01-2023 17:15
22,01-01-2023 17:20
18,01-01-2023 17:25
32,01-01-2023 17:30
19,01-01-2023 17:35
10,01-01-2023 17:40
16,01-01-2023 17:45
11,01-01-2023 17:50
28,01-01-2023 17:55
30,01-01-2023 18:00
27,01-01-2023 18:05
22,01-01-2023 18:10
40,01-01-2023 18:15
19,01-01-2023 18:20
17,01-01-2023 18:25
15,01-01-2023 18:30
38,01-01-2023 18:35
21,01-01-2023 18:40
33,01-01-2023 18:45
34,01-01-2023 18:50
39,01-01-2023 18:55
16,01-01-2023 19:00
20,01-01-2023 19:05
39,01-01-2023 19:10
35,01-01-2023 19:15
19,01-01-2023 19:20
19,01-01-2023 19:25
28,01-01-2023 19:30
31,01-01-2023 19:35
29,01-01-2023 19:40
29,01-01-2023 19:45
23,01-01-2023 19:50
22,01-01-2023 19:55
33,01-01-2023 20:00
24,01-01-2023 20:05
35,01-01-2023 20:10
19,01-01-2023 20:15
30,01-01-2023 20:20
26,01-01-2023 20:25
30,01-01-2023 20:30
31,01-01-2023 20:35
23,01-01-2023 20:40
36,01-01-2023 20:45
19,01-01-2023 20:50
25,01-01-2023 20:55
23,01-01-2023 21:00
28,01-01-2023 21:05
31,01-01-2023 21:10
34,01-01-2023 21:15
26,01-01-2023 21:20
23,01-01-2023 21:25
19,01-01-2023 21:30
22,01-01-2023 21:35
21,01-01-2023 21:40
17,01-01-2023 21:45
29,01-01-2023 21:50
33,01-01-2023 21:55
28,01-01-2023 22:00
23,01-01-2023 22:05
25,01-01-2023 22:10
26,01-01-2023 22:15
14,01-01-2023 22:20
22,01-01-2023 22:25
19,01-01-2023 22:30
22,01-01-2023 22:35
24,01-01-2023 22:40
17,01-01-2023 22:45
19,01-01-2023 22:50
21,01-01-2023 22:55
25,01-01-2023 23:00
34,01-01-2023 23:05
23,01-01-2023 23:10
16,01-01-2023 23:15
23,01-01-2023 23:20
14,01-01-2023 23:25
24,01-01-2023 23:30
20,01-01-2023 23:35
24,01-01-2023 23:40
22,01-01-2023 23:45
20,01-01-2023 23:50
51,01-01-2023 23:55
23,02-01-2023 00:00
55,02-01-2023 00:05
19,02-01-2023 00:10
48,02-01-2023 00:15
35,02-01-2023 00:20
18,02-01-2023 00:25
17,02-01-2023 00:30
38,02-01-2023 00:35
14,02-01-2023 00:40
39,02-01-2023 00:45
13,02-01-2023 00:50
36,02-01-2023 00:55
32,02-01-2023 01:00
38,02-01-2023 01:05
20,02-01-2023 01:10
20,02-01-2023 01:15
29,02-01-2023 01:20
23,02-01-2023 01:25
37,02-01-2023 01:30
17,02-01-2023 01:35
40,02-01-2023 01:40
18,02-01-2023 01:45
36,02-01-2023 01:50
57,02-01-2023 01:55
15,02-01-2023 02:00
37,02-01-2023 02:05
49,02-01-2023 02:10
31,02-01-2023 02:15
21,02-01-2023 02:20
16,02-01-2023 02:25
30,02-01-2023 02:30
22,02-01-2023 02:35
16,02-01-2023 02:40
11,02-01-2023 02:45
19,02-01-2023 02:50
25,02-01-2023 02:55
38,02-01-2023 03:00
39,02-01-2023 03:05
19,02-01-2023 03:10
51,02-01-2023 03:15
17,02-01-2023 03:20
19,02-01-2023 03:25
17,02-01-2023 03:30
23,02-01-2023 03:35
33,02-01-2023 03:40
43,02-01-2023 03:45
20,02-01-2023 03:50
30,02-01-2023 03:55
43,02-01-2023 04:00
28,02-01-2023 04:05
36,02-01-2023 04:10
13,02-01-2023 04:15
9,02-01-2023 04:20
22,02-01-2023 04:25
55,02-01-2023 04:30
18,02-01-2023 04:35
24,02-01-2023 04:40
17,02-01-2023 04:45
22,02-01-2023 04:50
8,02-01-2023 04:55
16,02-01-2023 05:00
27,02-01-2023 05:05
16,02-01-2023 05:10
17,02-01-2023 05:15
10,02-01-2023 05:20
10,02-01-2023 05:25
12,02-01-2023 05:30
32,02-01-2023 05:35
15,02-01-2023 05:40
20,02-01-2023 05:45
17,02-01-2023 05:50
58,02-01-2023 05:55
14,02-01-2023 06:00
13,02-01-2023 06:05
38,02-01-2023 06:10
40,02-01-2023 06:15
22,02-01-2023 06:20
14,02-01-2023 06:25
17,02-01-2023 06:30
18,02-01-2023 06:35
18,02-01-2023 06:40
19,02-01-2023 06:45
12,02-01-2023 06:50
49,02-01-2023 06:55
36,02-01-2023 07:00
14,02-01-2023 07:05
20,02-01-2023 07:10
18,02-01-2023 07:15
12,02-01-2023 07:20
17,02-01-2023 07:25
14,02-01-2023 07:30
20,02-01-2023 07:35
16,02-01-2023 07:40
27,02-01-2023 07:45
49,02-01-2023 07:50
20,02-01-2023 07:55
45,02-01-2023 08:00
44,02-01-2023 08:05
21,02-01-2023 08:10
24,02-01-2023 08:15
22,02-01-2023 08:20
19,02-01-2023 08:25
18,02-01-2023 08:30
37,02-01-2023 08:35
15,02-01-2023 08:40
21,02-01-2023 08:45
39,02-01-2023 08:50
12,02-01-2023 08:55
17,02-01-2023 09:00
16,02-01-2023 09:05
26,02-01-2023 09:10
47,02-01-2023 09:15
17,02-01-2023 09:20
16,02-01-2023 09:25
24,02-01-2023 09:30
18,02-01-2023 09:35
17,02-01-2023 09:40
17,02-01-2023 09:45
6,02-01-2023 09:50
17,02-01-2023 09:55
23,02-01-2023 10:00
21,02-01-2023 10:05
27,02-01-2023 10:10
16,02-01-2023 10:15
38,02-01-2023 10:20
14,02-01-2023 10:25
34,02-01-2023 10:30
17,02-01-2023 10:35
23,02-01-2023 10:40
14,02-01-2023 10:45
23,02-01-2023 10:50
22,02-01-2023 10:55
14,02-01-2023 11:00
18,02-01-2023 11:05
24,02-01-2023 11:10
34,02-01-2023 11:15
14,02-01-2023 11:20
19,02-01-2023 11:25
16,02-01-2023 11:30
21,02-01-2023 11:35
28,02-01-2023 11:40
18,02-01-2023 11:45
17,02-01-2023 11:50
18,02-01-2023 11:55
24,02-01-2023 12:00
24,02-01-2023 12:05
20,02-01-2023 12:10
14,02-01-2023 12:15
12,02-01-2023 12:20
12,02-01-2023 12:25
20,02-01-2023 12:30
23,02-01-2023 12:35
14,02-01-2023 12:40
48,02-01-2023 12:45
16,02-01-2023 12:50
10,02-01-2023 12:55
17,02-01-2023 13:00
30,02-01-2023 13:05
22,02-01-2023 13:10
17,02-01-2023 13:15
19,02-01-2023 13:20
52,02-01-2023 13:25
40,02-01-2023 13:30
24,02-01-2023 13:35
11,02-01-2023 13:40
29,02-01-2023 13:45
37,02-01-2023 13:50
12,02-01-2023 13:55
38,02-01-2023 14:00
18,02-01-2023 14:05
12,02-01-2023 14:10
23,02-01-2023 14:15
38,02-01-2023 14:20
17,02-01-2023 14:25
16,02-01-2023 14:30
17,02-01-2023 14:35
22,02-01-2023 14:40
23,02-01-2023 14:45
38,02-01-2023 14:50
16,02-01-2023 14:55
16,02-01-2023 15:00
14,02-01-2023 15:05
18,02-01-2023 15:10
55,02-01-2023 15:15
21,02-01-2023 15:20
18,02-01-2023 15:25
14,02-01-2023 15:30
22,02-01-2023 15:35
23,02-01-2023 15:40
34,02-01-2023 15:45
41,02-01-2023 15:50
20,02-01-2023 15:55
30,02-01-2023 16:00
38,02-01-2023 16:05
22,02-01-2023 16:10
14,02-01-2023 16:15
40,02-01-2023 16:20
14,02-01-2023 16:25
20,02-01-2023 16:30
20,02-01-2023 16:35
23,02-01-2023 16:40
15,02-01-2023 16:45
23,02-01-2023 16:50
16,02-01-2023 16:55
10,02-01-2023 17:00
18,02-01-2023 17:05
22,02-01-2023 17:10
22,02-01-2023 17:15
30,02-01-2023 17:20
11,02-01-2023 17:25
40,02-01-2023 17:30
17,02-01-2023 17:35
5,02-01-2023 17:40
13,02-01-2023 17:45
7,02-01-2023 17:50
18,02-01-2023 17:55
45,02-01-2023 18:00
12,02-01-2023 18:05
17,02-01-2023 18:10
56,02-01-2023 18:15
13,02-01-2023 18:20
14,02-01-2023 18:25
18,02-01-2023 18:30
32,02-01-2023 18:35
36,02-01-2023 18:40
15,02-01-2023 18:45
17,02-01-2023 18:50
25,02-01-2023 18:55
15,02-01-2023 19:00
14,02-01-2023 19:05
41,02-01-2023 19:10
27,02-01-2023 19:15
15,02-01-2023 19:20
16,02-01-2023 19:25
23,02-01-2023 19:30
22,02-01-2023 19:35
25,02-01-2023 19:40
25,02-01-2023 19:45
14,02-01-2023 19:50
22,02-01-2023 19:55
14,02-01-2023 20:00
23,02-01-2023 20:05
23,02-01-2023 20:10
31,02-01-2023 20:15
23,02-01-2023 20:20
22,02-01-2023 20:25
37,02-01-2023 20:30
13,02-01-2023 20:35
16,02-01-2023 20:40
21,02-01-2023 20:45
15,02-01-2023 20:50
28,02-01-2023 20:55
15,02-01-2023 21:00
18,02-01-2023 21:05
36,02-01-2023 21:10
71,02-01-2023 21:15
32,02-01-2023 21:20
36,02-01-2023 21:25
14,02-01-2023 21:30
31,02-01-2023 21:35
15,02-01-2023 21:40
13,02-01-2023 21:45
20,02-01-2023 21:50
18,02-01-2023 21:55
22,02-01-2023 22:00
16,02-01-2023 22:05
19,02-01-2023 22:10
20,02-01-2023 22:15
12,02-01-2023 22:20
49,02-01-2023 22:25
15,02-01-2023 22:30
17,02-01-2023 22:35
19,02-01-2023 22:40
15,02-01-2023 22:45
15,02-01-2023 22:50
15,02-01-2023 22:55
17,02-01-2023 23:00
40,02-01-2023 23:05
17,02-01-2023 23:10
14,02-01-2023 23:15
41,02-01-2023 23:20
13,02-01-2023 23:25
26,02-01-2023 23:30
13,02-01-2023 23:35
14,02-01-2023 23:40
14,02-01-2023 23:45
20,02-01-2023 23:50
62,02-01-2023 23:55
47,03-01-2023 00:00
4,03-01-2023 00:05
38,03-01-2023 00:10
26,03-01-2023 00:15
31,03-01-2023 00:20
29,03-01-2023 00:25
15,03-01-2023 00:30
37,03-01-2023 00:35
34,03-01-2023 00:40
3,03-01-2023 00:45
26,03-01-2023 00:50
27,03-01-2023 00:55
24,03-01-2023 01:00
5,03-01-2023 01:05
32,03-01-2023 01:10
26,03-01-2023 01:15
11,03-01-2023 01:20
33,03-01-2023 01:25
23,03-01-2023 01:30
2,03-01-2023 01:35
18,03-01-2023 01:40
29,03-01-2023 01:45
44,03-01-2023 01:50
5,03-01-2023 01:55
24,03-01-2023 02:00
29,03-01-2023 02:05
31,03-01-2023 02:10
34,03-01-2023 02:15
10,03-01-2023 02:20
23,03-01-2023 02:25
25,03-01-2023 02:30
2,03-01-2023 02:35
23,03-01-2023 02:40
2,03-01-2023 02:45
30,03-01-2023 02:50
4,03-01-2023 02:55
18,03-01-2023 03:00
29,03-01-2023 03:05
34,03-01-2023 03:10
2,03-01-2023 03:15
40,03-01-2023 03:20
30,03-01-2023 03:25
18,03-01-2023 03:30
12,03-01-2023 03:35
2,03-01-2023 03:40
30,03-01-2023 03:45
22,03-01-2023 03:50
42,03-01-2023 03:55
5,03-01-2023 04:00
19,03-01-2023 04:05
37,03-01-2023 04:10
17,03-01-2023 04:15
13,03-01-2023 04:20
25,03-01-2023 04:25
2,03-01-2023 04:30
30,03-01-2023 04:35
20,03-01-2023 04:40
23,03-01-2023 04:45
1,03-01-2023 04:50
14,03-01-2023 04:55
8,03-01-2023 05:00
10,03-01-2023 05:05
35,03-01-2023 05:10
25,03-01-2023 05:15
32,03-01-2023 05:20
29,03-01-2023 05:25
26,03-01-2023 05:30
4,03-01-2023 05:35
14,03-01-2023 05:40
9,03-01-2023 05:45
13,03-01-2023 05:50
1,03-01-2023 05:55
33,03-01-2023 06:00
28,03-01-2023 06:05
38,03-01-2023 06:10
27,03-01-2023 06:15
1,03-01-2023 06:20
31,03-01-2023 06:25
8,03-01-2023 06:30
23,03-01-2023 06:35
22,03-01-2023 06:40
25,03-01-2023 06:45
22,03-01-2023 06:50
9,03-01-2023 06:55
18,03-01-2023 07:00
17,03-01-2023 07:05
8,03-01-2023 07:10
26,03-01-2023 07:15
18,03-01-2023 07:20
28,03-01-2023 07:25
33,03-01-2023 07:30
16,03-01-2023 07:35
17,03-01-2023 07:40
21,03-01-2023 07:45
2,03-01-2023 07:50
26,03-01-2023 07:55
3,03-01-2023 08:00
14,03-01-2023 08:05
38,03-01-2023 08:10
25,03-01-2023 08:15
2,03-01-2023 08:20
15,03-01-2023 08:25
25,03-01-2023 08:30
40,03-01-2023 08:35
44,03-01-2023 08:40
30,03-01-2023 08:45
17,03-01-2023 08:50
19,03-01-2023 08:55
18,03-01-2023 09:00
3,03-01-2023 09:05
13,03-01-2023 09:10
2,03-01-2023 09:15
36,03-01-2023 09:20
1,03-01-2023 09:25
7,03-01-2023 09:30
4,03-01-2023 09:35
1,03-01-2023 09:40
14,03-01-2023 09:45
17,03-01-2023 09:50
6,03-01-2023 09:55
14,03-01-2023 10:00
29,03-01-2023 10:05
37,03-01-2023 10:10
19,03-01-2023 10:15
26,03-01-2023 10:20
17,03-01-2023 10:25
12,03-01-2023 10:30
5,03-01-2023 10:35
29,03-01-2023 10:40
17,03-01-2023 10:45
7,03-01-2023 10:50
24,03-01-2023 10:55
26,03-01-2023 11:00
16,03-01-2023 11:05
26,03-01-2023 11:10
31,03-01-2023 11:15
18,03-01-2023 11:20
12,03-01-2023 11:25
20,03-01-2023 11:30
2,03-01-2023 11:35
1,03-01-2023 11:40
24,03-01-2023 11:45
40,03-01-2023 11:50
29,03-01-2023 11:55
2,03-01-2023 12:00
5,03-01-2023 12:05
32,03-01-2023 12:10
34,03-01-2023 12:15
2,03-01-2023 12:20
33,03-01-2023 12:25
25,03-01-2023 12:30
5,03-01-2023 12:35
5,03-01-2023 12:40
1,03-01-2023 12:45
33,03-01-2023 12:50
30,03-01-2023 12:55
9,03-01-2023 13:00
36,03-01-2023 13:05
48,03-01-2023 13:10
48,03-01-2023 13:15
16,03-01-2023 13:20
4,03-01-2023 13:25
13,03-01-2023 13:30
2,03-01-2023 13:35
21,03-01-2023 13:40
1,03-01-2023 13:45
32,03-01-2023 13:50
16,03-01-2023 13:55
14,03-01-2023 14:00
41,03-01-2023 14:05
31,03-01-2023 14:10
2,03-01-2023 14:15
14,03-01-2023 14:20
25,03-01-2023 14:25
12,03-01-2023 14:30
5,03-01-2023 14:35
29,03-01-2023 14:40
24,03-01-2023 14:45
12,03-01-2023 14:50
34,03-01-2023 14:55
34,03-01-2023 15:00
31,03-01-2023 15:05
17,03-01-2023 15:10
2,03-01-2023 15:15
18,03-01-2023 15:20
5,03-01-2023 15:25
10,03-01-2023 15:30
1,03-01-2023 15:35
40,03-01-2023 15:40
4,03-01-2023 15:45
16,03-01-2023 15:50
12,03-01-2023 15:55
55,03-01-2023 16:00
37,03-01-2023 16:05
25,03-01-2023 16:10
18,03-01-2023 16:15
38,03-01-2023 16:20
29,03-01-2023 16:25
6,03-01-2023 16:30
3,03-01-2023 16:35
30,03-01-2023 16:40
21,03-01-2023 16:45
31,03-01-2023 16:50
5,03-01-2023 16:55
11,03-01-2023 17:00
34,03-01-2023 17:05
10,03-01-2023 17:10
14,03-01-2023 17:15
29,03-01-2023 17:20
17,03-01-2023 17:25
30,03-01-2023 17:30
26,03-01-2023 17:35
17,03-01-2023 17:40
24,03-01-2023 17:45
13,03-01-2023 17:50
0,03-01-2023 17:55
34,03-01-2023 18:00
35,03-01-2023 18:05
40,03-01-2023 18:10
2,03-01-2023 18:15
17,03-01-2023 18:20
27,03-01-2023 18:25
29,03-01-2023 18:30
2,03-01-2023 18:35
21,03-01-2023 18:40
14,03-01-2023 18:45
16,03-01-2023 18:50
2,03-01-2023 18:55
13,03-01-2023 19:00
4,03-01-2023 19:05
30,03-01-2023 19:10
27,03-01-2023 19:15
7,03-01-2023 19:20
24,03-01-2023 19:25
34,03-01-2023 19:30
23,03-01-2023 19:35
24,03-01-2023 19:40
5,03-01-2023 19:45
42,03-01-2023 19:50
15,03-01-2023 19:55
30,03-01-2023 20:00
21,03-01-2023 20:05
30,03-01-2023 20:10
21,03-01-2023 20:15
14,03-01-2023 20:20
17,03-01-2023 20:25
35,03-01-2023 20:30
32,03-01-2023 20:35
23,03-01-2023 20:40
12,03-01-2023 20:45
37,03-01-2023 20:50
32,03-01-2023 20:55
20,03-01-2023 21:00
15,03-01-2023 21:05
16,03-01-2023 21:10
2,03-01-2023 21:15
21,03-01-2023 21:20
0,03-01-2023 21:25
36,03-01-2023 21:30
4,03-01-2023 21:35
4,03-01-2023 21:40
22,03-01-2023 21:45
5,03-01-2023 21:50
17,03-01-2023 21:55
23,03-01-2023 22:00
12,03-01-2023 22:05
13,03-01-2023 22:10
29,03-01-2023 22:15
26,03-01-2023 22:20
7,03-01-2023 22:25
15,03-01-2023 22:30
25,03-01-2023 22:35
34,03-01-2023 22:40
12,03-01-2023 22:45
25,03-01-2023 22:50
23,03-01-2023 22:55
26,03-01-2023 23:00
9,03-01-2023 23:05
7,03-01-2023 23:10
6,03-01-2023 23:15
2,03-01-2023 23:20
30,03-01-2023 23:25
35,03-01-2023 23:30
20,03-01-2023 23:35
27,03-01-2023 23:40
24,03-01-2023 23:45
17,03-01-2023 23:50
5,03-01-2023 23:55
14,04-01-2023 00:00
16,04-01-2023 00:05
14,04-01-2023 00:10
19,04-01-2023 00:15
15,04-01-2023 00:20
17,04-01-2023 00:25
15,04-01-2023 00:30
22,04-01-2023 00:35
19,04-01-2023 00:40
14,04-01-2023 00:45
22,04-01-2023 00:50
18,04-01-2023 00:55
15,04-01-2023 01:00
18,04-01-2023 01:05
17,04-01-2023 01:10
14,04-01-2023 01:15
15,04-01-2023 01:20
18,04-01-2023 01:25
17,04-01-2023 01:30
17,04-01-2023 01:35
21,04-01-2023 01:40
16,04-01-2023 01:45
19,04-01-2023 01:50
22,04-01-2023 01:55
16,04-01-2023 02:00
22,04-01-2023 02:05
14,04-01-2023 02:10
17,04-01-2023 02:15
15,04-01-2023 02:20
18,04-01-2023 02:25
16,04-01-2023 02:30
15,04-01-2023 02:35
16,04-01-2023 02:40
14,04-01-2023 02:45
14,04-01-2023 02:50
15,04-01-2023 02:55
19,04-01-2023 03:00
20,04-01-2023 03:05
18,04-01-2023 03:10
17,04-01-2023 03:15
17,04-01-2023 03:20
18,04-01-2023 03:25
16,04-01-2023 03:30
19,04-01-2023 03:35
15,04-01-2023 03:40
17,04-01-2023 03:45
18,04-01-2023 03:50
16,04-01-2023 03:55
15,04-01-2023 04:00
16,04-01-2023 04:05
16,04-01-2023 04:10
18,04-01-2023 04:15
19,04-01-2023 04:20
15,04-01-2023 04:25
14,04-01-2023 04:30
14,04-01-2023 04:35
19,04-01-2023 04:40
16,04-01-2023 04:45
17,04-01-2023 04:50
18,04-01-2023 04:55
17,04-01-2023 05:00
19,04-01-2023 05:05
14,04-01-2023 05:10
20,04-01-2023 05:15
15,04-01-2023 05:20
19,04-01-2023 05:25
16,04-01-2023 05:30
20,04-01-2023 05:35
17,04-01-2023 05:40
18,04-01-2023 05:45
19,04-01-2023 05:50
18,04-01-2023 05:55
18,04-01-2023 06:00
17,04-01-2023 06:05
19,04-01-2023 06:10
15,04-01-2023 06:15
19,04-01-2023 06:20
14,04-01-2023 06:25
14,04-01-2023 06:30
15,04-01-2023 06:35
17,04-01-2023 06:40
15,04-01-2023 06:45
15,04-01-2023 06:50
16,04-01-2023 06:55
21,04-01-2023 07:00
15,04-01-2023 07:05
14,04-01-2023 07:10
16,04-01-2023 07:15
17,04-01-2023 07:20
20,04-01-2023 07:25
18,04-01-2023 07:30
15,04-01-2023 07:35
17,04-01-2023 07:40
18,04-01-2023 07:45
17,04-01-2023 07:50
15,04-01-2023 07:55
16,04-01-2023 08:00
12,04-01-2023 08:05
14,04-01-2023 08:10
15,04-01-2023 08:15
19,04-01-2023 08:20
14,04-01-2023 08:25
16,04-01-2023 08:30
19,04-01-2023 08:35
15,04-01-2023 08:40
15,04-01-2023 08:45
17,04-01-2023 08:50
15,04-01-2023 08:55
10,04-01-2023 09:00
19,04-01-2023 09:05
17,04-01-2023 09:10
21,04-01-2023 09:15
17,04-01-2023 09:20
17,04-01-2023 09:25
17,04-01-2023 09:30
17,04-01-2023 09:35
18,04-01-2023 09:40
20,04-01-2023 09:45
16,04-01-2023 09:50
17,04-01-2023 09:55
17,04-01-2023 10:00
16,04-01-2023 10:05
17,04-01-2023 10:10
17,04-01-2023 10:15
13,04-01-2023 10:20
19,04-01-2023 10:25
17,04-01-2023 10:30
19,04-01-2023 10:35
14,04-01-2023 10:40
21,04-01-2023 10:45
16,04-01-2023 10:50
14,04-01-2023 10:55
16,04-01-2023 11:00
25,04-01-2023 11:05
14,04-01-2023 11:10
22,04-01-2023 11:15
17,04-01-2023 11:20
23,04-01-2023 11:25
18,04-01-2023 11:30
18,04-01-2023 11:35
14,04-01-2023 11:40
17,04-01-2023 11:45
15,04-01-2023 11:50
19,04-01-2023 11:55
18,04-01-2023 12:00
15,04-01-2023 12:05
15,04-01-2023 12:10
15,04-01-2023 12:15
16,04-01-2023 12:20
16,04-01-2023 12:25
19,04-01-2023 12:30
16,04-01-2023 12:35
17,04-01-2023 12:40
15,04-01-2023 12:45
18,04-01-2023 12:50
14,04-01-2023 12:55
15,04-01-2023 13:00
13,04-01-2023 13:05
16,04-01-2023 13:10
19,04-01-2023 13:15
16,04-01-2023 13:20
15,04-01-2023 13:25
14,04-01-2023 13:30
21,04-01-2023 13:35
16,04-01-2023 13:40
15,04-01-2023 13:45
14,04-01-2023 13:50
15,04-01-2023 13:55
15,04-01-2023 14:00
16,04-01-2023 14:05
16,04-01-2023 14:10
16,04-01-2023 14:15
19,04-01-2023 14:20
19,04-01-2023 14:25
14,04-01-2023 14:30
17,04-01-2023 14:35
17,04-01-2023 14:40
16,04-01-2023 14:45
23,04-01-2023 14:50
18,04-01-2023 14:55
14,04-01-2023 15:00
16,04-01-2023 15:05
16,04-01-2023 15:10
19,04-01-2023 15:15
16,04-01-2023 15:20
14,04-01-2023 15:25
18,04-01-2023 15:30
21,04-01-2023 15:35
18,04-01-2023 15:40
18,04-01-2023 15:45
17,04-01-2023 15:50
18,04-01-2023 15:55
16,04-01-2023 16:00
22,04-01-2023 16:05
18,04-01-2023 16:10
18,04-01-2023 16:15
16,04-01-2023 16:20
16,04-01-2023 16:25
20,04-01-2023 16:30
16,04-01-2023 16:35
16,04-01-2023 16:40
18,04-01-2023 16:45
18,04-01-2023 16:50
18,04-01-2023 16:55
19,04-01-2023 17:00
15,04-01-2023 17:05
13,04-01-2023 17:10
17,04-01-2023 17:15
20,04-01-2023 17:20
16,04-01-2023 17:25
